. ,FLAG_NM,CRTFC_NO_CN,AREA_NM,SAFE_CNSDR_ACT_AT,FULL_AGE9_12_TRGET_NMPR_CN,FULL_AGE13_15_TRGET_NMPR_CN,FULL_AGE16_18_TRGET_NMPR_CN,FULL_AGE19_24_TRGET_NMPR_CN,TRGET_AGE_ETC_NMPR_CN,TOT_TRGET_NMPR_CN,PROGRM_NM,INSTT_NM,VALID_PD_BEGIN_DE,VALID_PD_END_DE,OPER_STATE_NM,ADDR
126,활동,0018A05C-09696,전라북도,N,0명,0명,200명,0명,0명,200명,“해찬나래” 캠프 (고등학교),임실군청소년수련원,20201014,20251013,인증,전북 임실군 관촌면 덕천리 481-10번지
127,활동,0967F08C-09679,충청남도,N,0명,0명,80명,0명,0명,80명,"나의 삶을 디자인하다(고등학교, 1박2일)",군포시청소년수련원,20201014,20251013,인증,충청남도 청양군 화성면 정자골길 100-43 군포시청소년수련원
128,활동,0018A01B-09699,전라북도,N,0명,100명,0명,0명,0명,100명,신나게 스트레스 날리고,임실군청소년수련원,20201014,20251013,인증,전북 임실군 관촌면 덕천리 481-10번지
129,활동,0967F07C-09680,충청남도,N,0명,0명,150명,0명,0명,150명,"우리두리 오감만족(고등학교, 1박2일)",군포시청소년수련원,20201014,20251013,인증,충청남도 청양군 화성면 정자골길 100-43 군포시청소년수련원
130,활동,0196A01F-09704,광주광역시,N,0명,5명,5명,0명,0명,10명,청소년 건강체육 교실 - 노는게 남는거야 -,광주서구청소년수련관,20201014,20251013,인증,광주광역시 서구 마재로 3 (금호동) 서구청소년수련관
131,활동,0967F01A-09681,충청남도,N,60명,0명,0명,0명,0명,60명,"활력 충전 -Energy Up Project-(초등학교, 1박2일)",군포시청소년수련원,20201014,20251013,인증,충청남도 청양군 화성면 정자골길 100-43 군포시청소년수련원
132,활동,5483A08B-09675,대전광역시,N,0명,80명,0명,0명,0명,80명,꿈꾸는 숲,국립대전숲체원,20201014,20251013,인증,대전광역시 유성구 성북로154번길 748 (성북동) 국립대전숲체원
133,활동,1176B05A-09702,충청남도,N,15명,0명,0명,0명,0명,15명,손으로 엮어내는 독립스토리,천안시청소년수련관,20201014,20251013,인증,충남 천안시 동남구 문화동 101번지 2호
134,활동,0116A08B-10232,광주광역시,N,0명,30명,0명,0명,0명,30명,청소년 진로체험활동 푸드스타일리스트 ( 바람떡),광주북구청소년수련관,20211013,20251012,인증,광주광역시 북구 대천로 86 (문흥동) 북구청소년수련관
135,활동,0116A08B-10234,광주광역시,N,0명,30명,0명,0명,0명,30명,청소년 진로체험활동 푸드스타일리스트( 초코칩쿠키),광주북구청소년수련관,20211013,20251012,인증,광주광역시 북구 대천로 86 (문흥동) 북구청소년수련관
136,활동,0116A08B-10236,광주광역시,N,0명,30명,0명,0명,0명,30명,청소년 진로체험활동 푸드스타일리스트(수제피자),광주북구청소년수련관,20211013,20251012,인증,광주광역시 북구 대천로 86 (문흥동) 북구청소년수련관
137,활동,0196B01F-10237,광주광역시,N,0명,5명,5명,0명,0명,10명,라이트한 라이프!,광주서구청소년수련관,20211013,20251012,인증,광주광역시 서구 마재로 3 (금호동) 서구청소년수련관
138,활동,0116A08B-10233,광주광역시,N,0명,30명,0명,0명,0명,30명,청소년 진로체험활동 푸드스타일리스트( 생크림케이크),광주북구청소년수련관,20211013,20251012,인증,광주광역시 북구 대천로 86 (문흥동) 북구청소년수련관
139,활동,0116A08B-10235,광주광역시,N,0명,30명,0명,0명,0명,30명,청소년 진로체험활동 푸드스타일리스트(모닝빵 샌드위치),광주북구청소년수련관,20211013,20251012,인증,광주광역시 북구 대천로 86 (문흥동) 북구청소년수련관
140,활동,0005A09A-10238,대구광역시,N,10명,0명,0명,0명,0명,10명,요리조리 '그린푸드 레시피',대구광역시청소년문화의집,20211013,20251012,인증,대구 남구 대명2동 1822-2
141,활동,0632A08A-10199,강원도,N,10명,0명,0명,0명,0명,10명,요리쿡 조리쿡,도계청소년장학센터,20211013,20251012,인증,강원도 삼척시 도계읍 도계로 254 3층
142,활동,0509B06F-10224,경기도,N,0명,7명,8명,0명,0명,15명,어르신과 tea키타카,장안청소년문화의집,20211013,20251012,인증,경기도 수원시 장안구 수성로275번길 114 (정자동) 장안청소년문화의집
143,활동,0632A08A-10198,강원도,N,10명,0명,0명,0명,0명,10명,디자인 플로리스트,도계청소년장학센터,20211013,20251012,인증,강원도 삼척시 도계읍 도계로 254 3층
144,활동,2418B07B-10197,전라북도,N,0명,10명,0명,0명,0명,10명,재미있는 디베이트,덕진청소년문화의집,20211013,20251012,인증,전라북도 전주시 덕진구 기린대로 541-11 (덕진동1가) 덕진동청소년문화의집
145,활동,0509A05F-10223,경기도,N,6명,0명,0명,0명,6명,12명,가족 고픔 장안목공소 '아빠 나와라 뚝딱',장안청소년문화의집,20211013,20251012,인증,경기도 수원시 장안구 수성로275번길 114 (정자동) 장안청소년문화의집
146,활동,2418B07B-10196,전라북도,N,0명,10명,0명,0명,0명,10명,마음을 그리고 행복을 담다,덕진청소년문화의집,20211013,20251012,인증,전라북도 전주시 덕진구 기린대로 541-11 (덕진동1가) 덕진동청소년문화의집
147,개별,0661G07C-MD0664,충청남도,N,0명,0명,100명,0명,0명,100명,도미노(고등학교),부여군청소년수련원,20211013,20251012,인증,충청남도 부여군 충화면 가화리 313 부여군청소년수련원
148,개별,0661G10C-MD0665,충청남도,N,0명,0명,60명,0명,0명,60명,스포츠스태킹(고등학교),부여군청소년수련원,20211013,20251012,인증,충청남도 부여군 충화면 가화리 313 부여군청소년수련원
149,개별,0661G04C-MD0666,충청남도,N,0명,0명,150명,0명,0명,150명,오리엔티어링(고등학교),부여군청소년수련원,20211013,20251012,인증,충청남도 부여군 충화면 가화리 313 부여군청소년수련원
150,활동,1258B05A-10191,경기도,N,20명,0명,0명,0명,0명,20명,"다문화 이해 프로젝트 ""다(문화)있(it)소(개합니다)""",김포중봉청소년수련관,20211013,20251012,인증,경기도 김포시 걸포로 76 (걸포동) 김포중봉청소년수련관
151,개별,0661G07C-MD0667,충청남도,N,0명,0명,100명,0명,0명,100명,컬러큐 리더십(고등학교),부여군청소년수련원,20211013,20251012,인증,충청남도 부여군 충화면 가화리 313 부여군청소년수련원
152,활동,4931A08B-10222,충청북도,N,0명,10명,0명,0명,0명,10명,슬기로운 파티시에,장락청소년문화의집,20211013,20251012,인증,충청북도 제천시 장락로1길 15-9 (장락동) 장락청소년문화의집
153,활동,4931A07F-10221,충청북도,N,4명,4명,4명,0명,0명,12명,꿈을 키우는 에그타르트,장락청소년문화의집,20211013,20251012,인증,충청북도 제천시 장락로1길 15-9 (장락동) 장락청소년문화의집
154,활동,5106A09F-10205,광주광역시,N,5명,2명,3명,0명,0명,10명,껑사이클링,서구청소년문화의집,20211013,20251012,인증,광주광역시 서구 상무공원로 136 (치평동) 서구청소년문화의집
155,활동,4931A07F-10220,충청북도,N,4명,4명,4명,0명,0명,12명,꿈을 키우는 베이글,장락청소년문화의집,20211013,20251012,인증,충청북도 제천시 장락로1길 15-9 (장락동) 장락청소년문화의집
156,개별,0018G05A-MD0668,전라북도,N,70명,0명,0명,0명,0명,70명,단어 조합 방탈출,임실군청소년수련원,20211013,20251012,인증,전북 임실군 관촌면 덕천리 481-10번지
157,활동,0144A07B-10208,대구광역시,N,0명,30명,0명,0명,0명,30명,하루만에 알아보는 나의 언어생활과 신조어(학교 연계),수성구청소년수련관,20211013,20251012,인증,대구광역시 수성구 청수로45길 100 (황금동) 수성구청소년수련관
158,활동,5511B06F-10209,부산광역시,N,5명,5명,5명,0명,0명,15명,지역사회 동물보호 자원봉사 프로그램 '호암골 집사들',수영구청소년문화의집,20211013,20251012,인증,부산광역시 수영구 수영로521번길 77 (광안동) 수영구청소년문화의집
159,활동,5798B01A-10210,경기도,N,30명,0명,0명,0명,0명,30명,초등학교 생존수영 즐겁게 하기,수원도시공사,20211013,20251012,인증,경기도 수원시 장안구 송원로 101 (조원동) 장안구민회관
160,활동,0077A09A-10211,서울특별시,N,15명,0명,0명,0명,0명,15명,Eco-Friends(물),시립수서청소년센터,20211013,20251012,인증,서울특별시 강남구 광평로 144 (수서동) 서울특별시립수서청소년센터
161,활동,0159A05F-10212,경상북도,N,7명,0명,0명,0명,14명,21명,가족과 함께하는 전통놀이 썰매만들기,안동시청소년수련관,20211013,20251012,인증,경상북도 안동시 옥야동 축제장길 42 청소년수련관 안동시청소년수련관
162,활동,0640A01A-10195,대구광역시,N,15명,0명,0명,0명,0명,15명,운동에 내몸을 맡겨라,달성군청소년센터,20211013,20251012,인증,대구 달성군 논공읍 남1리 717-8번지
163,활동,3324B08A-10194,대구광역시,N,15명,0명,0명,0명,0명,15명,드림캐쳐,달성군청소년문화의집,20211013,20251012,인증,대구광역시 달성군 가창면 용계1리 84번지 달성군청소년문화의집
164,활동,3451A08B-10170,광주광역시,N,0명,40명,0명,0명,0명,40명,[진로캠프] 꿈 search search! 진로캠프 (중학교),(주)드림잡스쿨,20211013,20251012,인증,광주광역시 광산구 도산동 남동길 11-19 (도산동)
165,활동,0678D02F-10172,서울특별시,N,30명,30명,0명,0명,0명,60명,로봇공학 해커톤 창의캠프 K - mCAMP,(주)이야코리아,20211013,20251012,인증,"서울 서초구 언남9길 28 1층(양재동,형우빌딩)"
166,활동,0678D02F-10173,서울특별시,N,30명,30명,0명,0명,0명,60명,"전기, 전자융합 창의 체험캠프 K- eCAMP",(주)이야코리아,20211013,20251012,인증,"서울 서초구 언남9길 28 1층(양재동,형우빌딩)"
167,활동,1074A05B-10178,경상북도,N,0명,270명,0명,0명,0명,270명,도전! 우리반 미션임파서블(중학교- 당일),구미시선산청소년수련관,20211013,20251012,인증,경상북도 구미시 선산읍 단계동길 270 구미시선산청소년수련관
168,활동,1074A05C-10179,경상북도,N,0명,0명,270명,0명,0명,270명,도전! 우리반 미션임파서블(고등학교- 당일),구미시선산청소년수련관,20211013,20251012,인증,경상북도 구미시 선산읍 단계동길 270 구미시선산청소년수련관
169,개별,1074G08C-MD0663,경상북도,N,0명,0명,30명,0명,0명,30명,진로역량개발활동 - 플로리스트(고등학교),구미시선산청소년수련관,20211013,20251012,인증,경상북도 구미시 선산읍 단계동길 270 구미시선산청소년수련관
170,활동,4301A09F-10180,경상북도,N,0명,10명,10명,0명,0명,20명,"숲, 나의 면역상자",국립산림치유원,20211013,20251012,인증,경상북도 영주시 봉현면 테라피로 209 건강증진센터 사무동
171,활동,4301A09C-10181,경상북도,N,0명,0명,15명,0명,0명,15명,오감만족 먹거리 숲,국립산림치유원,20211013,20251012,인증,경상북도 영주시 봉현면 테라피로 209 건강증진센터 사무동
172,활동,5490A09A-10182,경상북도,N,20명,0명,0명,0명,0명,20명,숲을 담다,국립청도숲체원,20211013,20251012,인증,경상북도 청도군 운문면 운문로 755 국립청도숲체원
173,활동,5790A04A-10186,강원도,N,30명,0명,0명,0명,0명,30명,미션! 숲포츠,국립춘천숲체원,20211013,20251012,인증,강원도 춘천시 신북읍 장본2길 331 국립춘천숲체원
174,활동,5790A09A-10187,강원도,N,15명,0명,0명,0명,0명,15명,숲을그리다,국립춘천숲체원,20211013,20251012,인증,강원도 춘천시 신북읍 장본2길 331 국립춘천숲체원
175,활동,5489B09A-10219,전라북도,N,20명,0명,0명,0명,0명,20명,슬기로운 업사이클링,임실군청소년문화의집,20211013,20251012,인증,전라북도 임실군 임실읍 운수로 33-50 임실군청소년문화의집
176,활동,1258B07A-10192,경기도,N,20명,0명,0명,0명,0명,20명,"메타버스 활용 미디어교육 ""버스타고 사진전""",김포중봉청소년수련관,20211013,20251012,인증,경기도 김포시 걸포로 76 (걸포동) 김포중봉청소년수련관
177,활동,4498B08A-10193,경기도,N,15명,0명,0명,0명,0명,15명,꿈빛나래 진로탐색 프로그램 '요리조리',꿈빛나래청소년문화의집,20211013,20251012,인증,경기도 오산시 청학로 125 (궐동) 꿈빛나래청소년문화의집
178,개별,0018G09B-MD0369,전라북도,N,0명,70명,0명,0명,0명,70명,미션 에코 오리엔티어링 (중학교),임실군청소년수련원,20190918,20250917,인증,전북 임실군 관촌면 덕천리 481-10번지
179,개별,0018G09C-MD0370,전라북도,N,0명,0명,70명,0명,0명,70명,미션 에코 오리엔티어링 (고등학교),임실군청소년수련원,20190918,20250917,인증,전북 임실군 관촌면 덕천리 481-10번지
180,개별,0018G09C-MD0368,전라북도,N,0명,0명,70명,0명,0명,70명,꽃밭 가꾸기 (고등학교),임실군청소년수련원,20190918,20250917,인증,전북 임실군 관촌면 덕천리 481-10번지
181,활동,0928F04B-08655,전라북도,Y,0명,360명,0명,0명,0명,360명,완주에서 함께 하는 창의적체험활동(중학교2박3일),청정청소년수련원(청정테마힐링센터),20190918,20250917,인증,전북 완주군 구이면 장미로 31
182,개별,0018G09C-MD0364,전라북도,N,0명,0명,70명,0명,0명,70명,EM흙공 만들기 (고등학교),임실군청소년수련원,20190918,20250917,인증,전북 임실군 관촌면 덕천리 481-10번지
183,활동,0748B05A-08666,경기도,N,30명,0명,0명,0명,0명,30명,화성보물찾기,화성시청소년수련관,20190918,20250917,인증,경기도 화성시 태안로 145 (병점동) 화성시청소년수련관
184,활동,0196A08B-08681,광주광역시,N,0명,15명,0명,0명,0명,15명,유니맷(다기능공작기계)과 함께하는 뚝딱공작소,광주서구청소년수련관,20190918,20250917,인증,광주광역시 서구 마재로 3 (금호동) 서구청소년수련관
185,활동,0928F04B-08654,전라북도,Y,0명,360명,0명,0명,0명,360명,완주에서 함께 하자 창의적 체험활동(중학교 1박2일),청정청소년수련원(청정테마힐링센터),20190918,20250917,인증,전북 완주군 구이면 장미로 31
